Epoch,Num trials,Number correct,Time
0,1077,226,687.019667022978
1,1077,556,687.0908688799245
2,1077,490,687.0923799329903
3,1077,705,687.06096002704
4,1077,769,687.0572317079641
5,1077,851,687.0736204930581
6,1077,879,687.0414830159862
7,1077,935,687.0704252289142
8,1077,971,687.3278812109493
9,1077,984,687.0952071970096
10,1077,988,687.0551812381018
11,1077,996,687.0800116020255
12,1077,1005,687.0765246330993
13,1077,1010,687.0433967660647
14,1077,1015,687.0735825289739
15,1077,1025,687.0705808319617
16,1077,1028,687.0906314710155
17,1077,1034,687.0493256839691
18,1077,1036,687.0921845110133
19,1077,1040,687.0772258919897
20,1077,1044,687.0700451469747
21,1077,1046,687.1101693810197
22,1077,1048,687.0964405930135
23,1077,1050,687.0646926189074
24,1077,1052,687.0858488809317
25,1077,1057,687.0594746120041
26,1077,1058,687.0687280679122
27,1077,1060,687.0720056269784
28,1077,1061,687.0906214470742
29,1077,1062,687.0527660540538
30,1077,1064,687.047069038963
31,1077,1063,687.0718509580474
32,1077,1062,687.0377973070135
33,1077,1065,687.045954521047
34,1077,1064,687.0563445640728
35,1077,1064,687.0470497229835
36,1077,1066,687.0904838179704
37,1077,1064,687.2478220629273
38,1077,1065,687.0502254660241
39,1077,1068,687.0245769310277
40,1077,1068,687.0499857940013
41,1077,1067,687.0631321649998
42,1077,1068,687.0553706099745
43,1077,1072,687.0707030099584
44,1077,1072,687.0677921869792
45,1077,1070,687.0537211060291
46,1077,1073,687.0751381460577
47,1077,1072,687.0812207590789
48,1077,1073,687.0767187419115
49,1077,1073,687.1070257569663
50,1077,1075,687.0542762860423
51,1077,1074,687.0931477280101
52,1077,1075,687.0658451969502
53,1077,1075,687.0814456359949
54,1077,1076,687.0364223349607
55,1077,1075,687.0622452080715
56,1077,1076,687.0585375450319
57,1077,1076,687.0362582938978
58,1077,1076,687.0643094159896
59,1077,1075,687.3763129160507
60,1077,1076,687.0629484760575
61,1077,1076,687.0526211789111
62,1077,1077,687.0730409600073
63,1077,1077,687.0486246949295
64,1077,1076,687.085024103988
65,1077,1077,687.0469201850938
66,1077,1077,687.0535378709901
67,1077,1077,687.0668281839462
68,1077,1076,687.0641100360081
69,1077,1077,687.0557087810012
70,1077,1077,687.0532418480143
71,1077,1077,687.0597070470685
72,1077,1077,687.044284672942
73,1077,1077,687.0550869009458
74,1077,1077,687.0448465080699
75,1077,1077,687.2495697980048
76,1077,1077,687.1146588900592
77,1077,1077,687.0586177560035
78,1077,1077,687.0764476680197
79,1077,1077,687.0764650399797
80,1077,1077,687.0407929259818
81,1077,1077,687.047798669897
82,1077,1077,687.090578759904
83,1077,1077,687.0527978709433
84,1077,1077,687.0589636410587
85,1077,1077,687.0675992409233
86,1077,1077,687.037571539986
87,1077,1077,3963.3602439630777
88,1077,1077,687.0347815719433
89,1077,1077,687.0447436660761
90,1077,1077,687.0402905190131
91,1077,1077,687.0732865869068
92,1077,1077,687.0704140979797
93,1077,1077,687.0847786869854
94,1077,1077,687.0436283550225
95,1077,1077,710.3643937269226
96,1077,1077,687.050044142059
97,1077,1077,687.0611711780075
98,1077,1077,687.6070997110801
99,1077,1077,687.0618245849619
