Epoch,Num trials,Number correct,Time
0,1077,148,619.4647119045258
1,1077,383,619.7476730104536
2,1077,578,619.7866421528161
3,1077,656,619.7813475225121
4,1077,766,619.7917476948351
5,1077,743,620.4493165258318
6,1077,861,620.4758092630655
7,1077,881,620.692857330665
8,1077,885,620.1648350842297
9,1077,881,619.9473168216646
10,1077,935,619.8633182700723
11,1077,983,619.971303794533
12,1077,957,620.2796070221812
13,1077,954,620.1687606628984
14,1077,991,620.5729551184922
15,1077,998,620.03147351183
16,1077,1010,619.8234803453088
17,1077,1011,619.7830661404878
18,1077,1016,619.8961241412908
19,1077,1020,620.0248371753842
20,1077,1027,619.9577978756279
21,1077,1028,620.1271073501557
22,1077,1035,620.4137718565762
23,1077,1037,619.775027340278
24,1077,1037,619.8076043315232
25,1077,1046,619.8474443294108
26,1077,1046,620.2305994182825
27,1077,1045,619.9280057717115
28,1077,1049,620.5095091499388
29,1077,1053,620.0390645768493
30,1077,1046,619.8355571217835
31,1077,1049,619.8327893577516
32,1077,1054,619.856790073216
33,1077,1055,620.29333399795
34,1077,1055,619.9561048448086
35,1077,1056,620.7097826786339
36,1077,804,620.380314361304
37,1077,1012,619.8777878489345
38,1077,983,620.0239308141172
39,1077,1024,619.9182231724262
40,1077,1049,620.0958496313542
41,1077,1060,619.8979905266315
42,1077,1060,619.9594117645174
43,1077,1056,620.2518150545657
44,1077,1055,619.7384227849543
45,1077,1059,619.6201820932329
46,1077,1061,619.8206038381904
47,1077,1061,619.9449022263288
48,1077,1061,619.916665026918
49,1077,1066,620.2551711481065
50,1077,1066,620.0424125343561
51,1077,1062,621.8981917072088
52,1077,1063,620.1501656081527
53,1077,1066,620.5084077604115
54,1077,1066,620.9395859725773
55,1077,1058,620.4107194561511
56,1077,1052,621.2436815388501
57,1077,1051,620.9203476496041
58,1077,1063,620.4371418505907
59,1077,1055,620.2908570058644
60,1077,1052,620.3767139334232
61,1077,1068,620.4935723152012
62,1077,1068,620.4587182793766
63,1077,1065,620.7778135705739
64,1077,1072,621.2508171927184
65,1077,1073,620.2946032751352
66,1077,1073,620.2809783425182
67,1077,1072,620.3158462904394
68,1077,1076,620.5233287718147
69,1077,1072,620.4587010797113
70,1077,1072,620.4812766388059
71,1077,1073,620.9901372268796
72,1077,1075,620.4081342853606
73,1077,1074,620.3384225703776
74,1077,1074,620.1385137382895
75,1077,1075,620.2897239197046
76,1077,1074,620.2901962324977
77,1077,1075,620.2889900486916
78,1077,1076,620.9432545565069
79,1077,1076,620.3491584323347
80,1077,1075,620.6146114207804
81,1077,1077,620.2460371684283
82,1077,1077,620.4029598478228
83,1077,1075,620.4796705339104
84,1077,1076,620.4491910673678
85,1077,1076,621.7056638952345
86,1077,1077,620.3627986703068
87,1077,1077,620.1302892323583
88,1077,1077,620.1577683873475
89,1077,1077,620.197314074263
90,1077,1077,621.18468878977
91,1077,1077,620.3908221498132
92,1077,1077,620.3624175190926
93,1077,1075,620.7498519960791
94,1077,1077,620.2697671484202
95,1077,1077,620.4165227357298
96,1077,1076,620.9262400493026
97,1077,1077,620.4776597544551
98,1077,1077,620.60336586833
99,1077,1077,621.0303582474589
