Epoch,Num trials,Number correct,Time
0,1077,156,770.5948041430674
1,1077,348,770.5032519740053
2,1077,535,770.5015833840007
3,1077,556,770.5595072890865
4,1077,653,770.468361638952
5,1077,652,770.5275861829286
6,1077,678,770.4912834769348
7,1077,723,770.5040613440797
8,1077,808,770.4958166090073
9,1077,839,770.4707619929686
10,1077,875,770.7303238400491
11,1077,875,770.4995620930567
12,1077,925,770.523899765918
13,1077,940,770.5262517150259
14,1077,985,770.521857519052
15,1077,979,770.5898694199277
16,1077,957,770.5487816170789
17,1077,989,770.5179753840202
18,1077,989,770.501746429014
19,1077,993,770.5118888840079
20,1077,999,770.5017633079551
21,1077,1013,770.5258902759524
22,1077,1012,770.5317790899426
23,1077,1022,770.4952909960411
24,1077,1020,770.4649370280094
25,1077,1023,770.4727487049531
26,1077,1015,770.4861175940605
27,1077,1006,770.5313143089879
28,1077,1014,770.4975245830137
29,1077,1005,770.4742836320074
30,1077,977,770.5071020539617
31,1077,1007,770.5234097369248
32,1077,1030,770.4689892219612
33,1077,1040,770.4954028669745
34,1077,1037,770.4765615769429
35,1077,1046,770.5254634030862
36,1077,1053,770.4848965249257
37,1077,1053,770.4715415870305
38,1077,1053,770.4768675590167
39,1077,1049,770.4803358480567
40,1077,1050,770.4888879570644
41,1077,1065,770.5166143339593
42,1077,1057,770.4854269119678
43,1077,1063,770.4840079860296
44,1077,1059,770.4875194439664
45,1077,1060,770.4422961689997
46,1077,1054,770.4271571950521
47,1077,1059,770.4618575579952
48,1077,1053,770.4615457298933
49,1077,1048,770.4750312889228
50,1077,1050,770.4893475469435
51,1077,1057,770.6895688209916
52,1077,1073,770.4889238720061
53,1077,1070,770.4493811730063
54,1077,1073,770.4965755720623
55,1077,1071,770.5157027150271
56,1077,1069,770.4393514679978
57,1077,1075,770.501704428927
58,1077,1074,770.4668127379846
59,1077,1066,770.4496797140455
60,1077,1063,770.4838162909728
61,1077,1064,770.508885952062
62,1077,1064,770.4994530240074
63,1077,1056,770.489224142977
64,1077,1066,770.4824956669472
65,1077,989,770.582449828973
66,1077,904,770.6058775949059
67,1077,905,770.6096341620432
68,1077,820,770.8187920330092
69,1077,939,770.6099556749687
70,1077,957,770.629152404028
71,1077,996,770.6058027980616
72,1077,985,770.5823618159629
73,1077,1064,770.6179866780294
74,1077,1057,770.8024557579774
75,1077,1061,770.6233778720489
76,1077,1072,770.6105039829854
77,1077,1060,770.6536960849771
78,1077,1066,3761.1407521090005
79,1077,1073,770.6779261400225
80,1077,1069,770.6482006299775
81,1077,1071,770.6386900369544
82,1077,1074,770.6550876429537
83,1077,1073,770.6475853699958
84,1077,1076,770.6191924449522
85,1077,1072,770.659753474989
86,1077,1077,770.6819806100102
87,1077,1075,770.6508912399877
88,1077,1073,770.6496056780452
89,1077,1071,770.6610467209248
90,1077,1077,770.6121932649985
91,1077,1076,770.6377208729973
92,1077,1076,770.6258176181
93,1077,1076,776.3770503570559
94,1077,1077,770.6553738879738
95,1077,1077,797.2209259959636
96,1077,1076,770.6805668349843
97,1077,1077,770.6909138610354
98,1077,1077,770.6634881930659
99,1077,1076,770.6932065300643
